AREA_NM,AREA_CONGEST_LVL,AREA_CONGEST_MSG,AREA_PPLTN_MIN,AREA_PPLTN_MAX,MALE_PPLTN_RATE,FEMALE_PPLTN_RATE,PPLTN_RATE_0,PPLTN_RATE_10,PPLTN_RATE_20,PPLTN_RATE_30,PPLTN_RATE_40,PPLTN_RATE_50,PPLTN_RATE_60,PPLTN_RATE_70,RESNT_PPLTN_RATE,NON_RESNT_PPLTN_RATE,REPLACE_YN,PPLTN_TIME,ROAD_MSG,ROAD_TRAFFIC_IDX,ROAD_TRFFIC_TIME,ROAD_TRAFFIC_SPD,ACDNT_CNTRL_CNT,WEATHER_TIME,TEMP,SENSIBLE_TEMP,MAX_TEMP,MIN_TEMP,HUMIDITY,WIND_DIRCT,WIND_SPD,PRECIPITATION,PRECPT_TYPE,PCP_MSG,SUNRISE,SUNSET,UV_INDEX_LVL,UV_INDEX,UV_MSG,PM25_INDEX,PM25,PM10_INDEX,PM10,AIR_IDX,AIR_IDX_MVL,AIR_IDX_MAIN,AIR_MSG,NEWS_LIST
쌍문동 맛집거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,42.7,57.3,0.6,10.1,17.6,13.5,14.8,16.8,13.0,13.5,21.3,78.7,N,2023-03-21 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,16,0,2023-03-21 15:51,20.4,22.6,22,4,10,E,0.9,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,28,보통,45,보통,85.0,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
압구정로데오거리,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,26000,28000,40.3,59.7,0.1,2.4,29.7,31.3,18.6,10.0,5.4,2.5,33.5,66.5,N,2023-03-21 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,15,0,2023-03-21 16:01,21.3,23.4,22,4,11,ESE,1.1,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,27,보통,51,보통,85.0,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
여의도,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,135000,140000,54.7,45.3,0.1,1.8,20.3,31.9,24.3,13.6,5.2,2.8,43.3,56.7,N,2023-03-21 15:25,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-21 15:55,25,0,2023-03-21 16:01,20.4,22.4,20,5,17,SSE,1.2,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,26,보통,45,보통,85.0,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}}"
영등포 타임스퀘어,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,16000,18000,40.1,59.9,0.1,1.5,21.0,20.9,16.5,17.0,12.9,10.1,22.5,77.5,N,2023-03-21 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,18,0,2023-03-21 16:01,20.4,22.4,20,5,17,SSE,1.2,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,26,보통,45,보통,85.0,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}}"
인사동·익선동,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,24000,26000,53.2,46.8,0.1,1.5,19.0,21.2,18.8,16.0,12.0,11.3,34.2,65.8,N,2023-03-21 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,15,0,2023-03-21 16:01,21.8,24,21,5,15,E,0.9,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,26,보통,47,보통,85.0,O3,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
창동 신경제 중심지,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,30000,32000,42.0,58.0,0.5,9.6,17.5,14.6,15.3,17.8,14.7,10.0,23.6,76.4,N,2023-03-21 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,17,0,2023-03-21 16:01,23.2,25.3,21,2,10,E,1.3,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,28,보통,45,보통,85.0,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
DMC(디지털미디어시티),약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,28000,30000,49.3,50.7,0.2,2.0,25.8,32.9,22.6,10.5,4.0,1.9,44.0,56.0,N,2023-03-21 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,23,0,2023-03-21 16:01,20.4,22.3,20,4,15,S,1.6,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,32,보통,46,나쁨,105.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
가산디지털단지역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,42000,44000,57.8,42.2,0.0,1.0,24.3,29.2,22.2,14.0,6.5,2.7,43.5,56.5,N,2023-03-21 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,21,0,2023-03-21 16:01,20.5,22.6,19,5,16,NNE,1.1,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,47,나쁨,85,나쁨,112.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}}"
강남역,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,72000,74000,47.9,52.1,0.1,4.4,30.3,27.3,18.5,10.9,5.6,3.0,27.0,73.0,N,2023-03-21 15:25,해당 장소로 이동·진입시 시간이 오래 걸릴 수 있어요.,정체,2023-03-21 15:55,14,2023-03-21 11:31,2023-03-21 18:00,공사,시설물보수,강남대로 (우성아파트 → 강남역) 5차로 시설물보수,127.02995996409145,37.493301492178496,2023-03-21 15:53,8,2023-03-21 16:01,20.1,21.7,22,4,13,N,2.3,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,39,보통,63,나쁨,109.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
건대입구역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,16000,18000,42.5,57.5,0.1,6.6,33.6,17.0,13.2,12.9,9.2,7.4,18.7,81.3,N,2023-03-21 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,19,0,2023-03-21 16:01,21.3,23.4,22,4,11,ESE,1.1,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,30,보통,51,보통,85.0,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
고속터미널역,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,16000,18000,32.0,68.0,0.1,3.0,16.9,20.0,17.4,18.8,14.6,9.1,16.0,84.0,N,2023-03-21 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,16,0,2023-03-21 16:01,21.5,23.6,21,4,19,S,1.1,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,39,보통,63,나쁨,109.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
교대역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,16000,18000,52.4,47.6,0.1,2.4,19.1,26.7,20.7,14.9,9.8,6.3,33.6,66.4,N,2023-03-21 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,15,0,2023-03-21 16:01,20.1,21.7,22,4,13,N,2.3,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,39,보통,63,나쁨,109.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
구로디지털단지역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,38000,40000,54.7,45.3,0.1,0.9,24.8,30.8,23.4,12.8,5.4,1.7,42.7,57.3,N,2023-03-21 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,19,0,2023-03-21 16:01,20.5,22.6,19,5,16,NNE,1.1,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,47,나쁨,85,나쁨,112.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}}"
서울역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,20000,22000,51.8,48.2,0.0,0.7,17.8,29.4,26.4,15.4,7.3,3.0,40.4,59.6,N,2023-03-21 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,17,0,2023-03-21 16:01,21.8,24,21,5,15,E,0.9,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,37,보통,50,보통,90.0,O3,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
선릉역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,60000,62000,51.9,48.1,0.1,2.2,19.2,28.5,21.6,14.4,8.9,5.0,37.7,62.3,N,2023-03-21 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,15,0,2023-03-21 16:01,20.1,21.7,22,4,13,N,2.3,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,27,보통,51,보통,85.0,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
신도림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5000,5500,37.8,62.2,0.0,5.4,21.9,17.4,16.2,13.6,14.6,10.8,9.1,90.9,N,2023-03-21 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,24,0,2023-03-21 16:01,21.2,23.4,20,5,11,ESE,0.8,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,26,보통,45,보통,85.0,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}}"
신림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,47.7,52.3,0.0,3.4,29.7,20.9,13.7,13.4,10.8,7.9,18.1,81.9,N,2023-03-21 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,15,0,2023-03-21 16:01,21.2,23.4,20,5,11,ESE,0.8,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,47,보통,75,나쁨,116.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}}"
신촌·이대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,22000,24000,39.3,60.7,0.1,9.2,42.4,16.1,11.3,9.5,6.8,4.7,17.7,82.3,N,2023-03-21 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,15,0,2023-03-21 16:01,20.4,22.4,20,5,17,SSE,1.2,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,26,보통,56,보통,83.0,O3,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
왕십리역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,42.7,57.3,0.1,11.8,32.1,14.5,12.4,13.8,8.8,6.6,17.5,82.5,N,2023-03-21 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,18,0,2023-03-21 16:01,21.3,23.4,22,4,11,ESE,1.1,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,29,보통,54,보통,90.0,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
역삼역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,40000,42000,56.3,43.7,0.0,0.9,24.4,34.5,22.2,10.5,4.8,2.6,42.6,57.4,N,2023-03-21 15:25,해당 장소로 이동·진입시 시간이 오래 걸릴 수 있어요.,정체,2023-03-21 15:55,14,0,2023-03-21 16:01,20.1,21.7,22,4,13,N,2.3,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,27,보통,51,보통,85.0,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
